CAMPUS,C000A002G16R,C200A002G16R,C2408FR16R,C300A002G16R,C3408FR16R,C400A002G16R,C4408FR16R,CA00A002G16R,CA408FR16R,CB00A002G16R,CB408FR16R,CE00A002G16R,CE408FR16R,CF00A002G16R,CF408FR16R,CH00A002G16R,CH408FR16R,CI00A002G16R,CI408FR16R,CL408FR16R,CM00A002G16R,CM408FR16R,CR00A002G16R,CR408FR16R,CS00A002G16R,CS408FR16R,CW00A002G16R,CW408FR16R
101813115,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
101814101,65,.,.,.,.,.,.,53,30,50,34,51,31,53,33,63,-1,.,.,-1,52,26,68,-1,-1,-1,-1,-1
101814102,96,.,.,.,.,.,.,91,75,86,63,92,77,91,80,94,78,.,.,75,91,69,94,75,-1,-1,-1,-1
101814103,58,-1,.,.,.,.,.,53,-1,-1,-1,53,-1,54,-1,53,-1,.,.,-1,52,-1,56,-1,-1,-1,.,.
101815101,71,-1,.,-1,-1,.,.,69,-1,-1,-1,71,-1,70,-1,-1,-1,.,.,-1,-1,-1,70,-1,-1,.,.,.
101819001,66,.,.,.,.,.,.,67,46,-1,.,67,47,71,50,67,47,.,.,44,62,44,65,46,-1,-1,-1,-1
101821001,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,37,.,-1,.,.,.,.,-1,.,-1,.,-1,.,-1,.
101828001,75,-1,.,-1,.,.,.,80,73,-1,.,80,63,81,-1,79,73,.,.,83,78,-1,75,-1,-1,-1,-1,.
101828002,74,.,.,.,.,.,.,67,-1,.,.,66,-1,69,-1,67,-1,.,.,-1,64,-1,68,-1,-1,-1,-1,.
101828101,71,.,.,.,.,.,.,72,45,-1,.,71,-1,71,-1,72,45,.,.,-1,73,-1,73,-1,-1,-1,-1,.
101829101,-1,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,43,-1,-1,-1,.,.,-1,-1,-1,-1,-1,-1,-1,.,.
101833101,78,.,.,.,.,.,.,76,-1,80,-1,76,-1,76,-1,67,-1,.,.,-1,75,-1,78,-1,-1,-1,.,.
101837001,-1,-1,.,-1,.,.,.,65,.,-1,.,68,.,64,.,63,.,.,.,.,-1,.,-1,.,-1,.,-1,.
101837041,-1,-1,-1,-1,.,.,.,63,63,-1,-1,60,64,68,70,58,55,.,.,-1,58,-1,63,63,-1,-1,67,-1
101838001,39,.,.,.,.,.,.,46,.,-1,.,48,.,47,.,46,.,.,.,.,-1,.,-1,.,-1,.,-1,.
101838004,.,.,.,.,.,.,.,-1,.,.,.,-1,.,25,.,-1,.,.,.,.,-1,.,-1,.,-1,.,-1,.
101838041,55,-1,.,.,.,.,.,62,40,-1,-1,61,40,69,49,62,40,.,.,34,55,33,61,38,42,29,-1,-1
101838101,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
101838102,67,.,.,.,.,.,.,70,43,79,-1,70,44,76,-1,69,42,.,.,37,64,50,70,43,68,-1,.,.
101838104,60,.,.,-1,.,.,.,68,-1,-1,-1,67,-1,73,-1,63,-1,.,.,-1,62,-1,64,-1,55,-1,-1,.
101840101,.,.,.,.,.,-1,.,68,-1,71,-1,66,-1,80,.,-1,.,.,.,.,63,-1,-1,-1,-1,-1,.,.
101840102,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
101840103,.,.,.,.,.,.,.,-1,-1,-1,.,-1,-1,40,-1,-1,-1,.,.,.,-1,.,-1,.,-1,.,.,.
101842001,-1,.,.,.,.,.,.,-1,-1,-1,.,-1,-1,41,-1,-1,-1,.,.,-1,-1,-1,-1,-1,-1,.,-1,-1
101845001,59,-1,.,.,.,.,.,61,38,67,-1,61,38,65,47,60,36,-1,.,24,56,28,64,43,-1,-1,-1,-1
101845002,62,.,.,.,.,.,.,66,45,61,56,66,42,67,50,66,44,-1,-1,33,64,41,65,44,60,50,-1,.
101845003,56,-1,-1,.,.,.,.,57,45,.,.,57,43,61,41,57,45,-1,.,-1,53,49,61,41,-1,-1,-1,.
101845004,60,.,.,-1,-1,.,.,61,39,-1,-1,61,39,66,43,62,39,-1,.,33,57,35,62,37,55,-1,-1,-1
101845005,52,.,.,71,-1,.,.,61,32,61,-1,60,35,63,34,59,31,-1,.,30,59,30,52,36,57,-1,71,-1
101845006,52,.,.,71,-1,.,.,55,35,55,-1,56,35,57,44,55,42,-1,.,29,53,25,53,33,47,-1,-1,-1
101845007,54,.,.,-1,.,.,.,57,34,61,-1,57,33,60,46,57,34,.,.,22,54,25,52,28,-1,-1,-1,-1
101845008,52,.,.,.,.,.,.,59,42,-1,-1,58,45,60,52,59,46,-1,.,36,58,33,58,41,-1,-1,-1,-1
101845009,49,.,.,.,.,.,.,54,27,53,27,54,26,54,33,54,25,-1,-1,20,54,22,54,27,53,-1,-1,.
101845010,45,-1,.,-1,.,.,.,48,23,47,22,49,24,49,27,48,23,-1,.,12,47,19,50,24,-1,-1,-1,-1
101845011,33,.,.,.,.,.,.,34,-1,33,-1,35,-1,33,-1,36,-1,-1,-1,-1,35,-1,33,-1,-1,-1,-1,-1
101845101,63,.,.,-1,.,.,.,65,48,-1,-1,66,46,67,62,65,49,-1,.,44,63,37,63,46,-1,-1,-1,-1
101846001,63,-1,.,78,.,.,.,65,.,60,.,67,.,66,.,63,.,-1,.,.,65,.,56,.,-1,.,-1,.
101846002,61,-1,.,72,63,.,.,66,56,66,64,64,54,66,57,64,53,.,.,53,66,55,63,56,-1,-1,63,-1
101846003,73,-1,.,-1,.,-1,.,66,45,57,35,67,44,64,43,70,47,-1,.,48,69,47,65,48,65,-1,75,-1
101846005,59,-1,-1,-1,-1,.,.,63,32,68,-1,62,34,65,26,60,29,.,.,-1,63,35,61,28,-1,-1,-1,-1
101846006,55,-1,.,72,-1,.,.,57,41,57,41,56,40,54,38,55,41,-1,.,43,60,44,57,39,63,32,61,-1
101846102,63,-1,.,72,67,.,.,67,63,64,46,65,65,63,59,69,70,.,.,61,73,68,67,63,56,-1,63,-1
101847101,.,.,.,.,.,.,.,67,41,67,39,67,31,69,38,-1,-1,.,.,.,66,46,-1,-1,77,-1,-1,.
101849101,67,.,.,-1,.,.,.,66,-1,61,-1,66,-1,61,-1,68,-1,.,.,-1,71,-1,63,-1,-1,-1,.,.
101850101,.,-1,-1,.,.,.,.,58,50,57,56,56,46,66,100,-1,-1,.,.,.,52,-1,59,53,-1,-1,-1,.
101850102,.,-1,.,.,.,.,.,68,-1,70,-1,70,-1,69,-1,-1,-1,.,.,.,67,-1,68,-1,-1,-1,.,.
101850103,.,.,.,.,.,.,.,41,23,42,-1,39,-1,45,-1,-1,-1,-1,.,.,-1,-1,-1,25,-1,-1,.,.
101853042,50,-1,.,-1,-1,.,.,62,33,-1,-1,61,32,69,41,62,35,-1,.,20,56,24,57,31,-1,-1,.,.
101853101,59,.,.,-1,-1,.,.,65,30,.,.,64,30,68,33,65,29,.,.,23,62,27,64,30,60,-1,.,.
101853104,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
101853106,64,.,.,62,-1,.,.,66,41,75,-1,66,41,75,70,69,33,-1,.,35,59,-1,64,35,-1,-1,-1,-1
101853108,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
101855101,.,.,.,.,.,.,.,62,33,65,38,60,33,57,-1,57,-1,.,.,.,68,-1,66,33,-1,-1,-1,-1
101856101,40,.,.,.,.,.,.,40,.,.,.,40,.,42,.,40,.,.,.,.,38,.,40,.,-1,.,.,.
101856102,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
101856103,52,.,.,.,.,.,.,55,33,-1,.,56,33,63,42,54,33,.,.,31,47,25,51,31,-1,-1,.,.
101858001,66,80,.,77,-1,.,.,72,58,71,71,67,55,72,50,68,50,-1,.,52,72,61,67,56,57,-1,68,90
101858002,61,-1,.,71,.,.,.,63,37,65,25,61,35,65,39,61,40,-1,.,39,60,35,61,38,59,-1,73,-1
101858003,54,-1,.,-1,-1,.,.,60,29,54,-1,56,24,60,45,59,31,.,.,-1,59,-1,56,29,-1,-1,67,-1
101858004,-1,-1,.,-1,.,.,.,60,.,-1,.,57,.,59,.,55,.,-1,.,.,61,.,49,.,-1,.,-1,.
101858005,61,78,.,72,-1,.,.,64,45,56,-1,61,43,65,67,63,47,.,.,53,63,32,64,53,67,-1,72,-1
101858006,62,80,-1,76,-1,.,.,67,34,68,22,65,35,72,44,60,37,-1,.,42,63,25,67,37,63,-1,78,-1
101858007,61,-1,-1,66,-1,.,.,61,29,57,-1,58,20,67,44,58,36,-1,.,23,56,-1,58,31,54,-1,67,-1
101859101,61,.,.,76,-1,.,.,62,26,48,-1,61,26,63,-1,62,27,-1,.,-1,61,-1,59,22,53,-1,81,-1
101861101,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
101861102,66,-1,-1,-1,.,-1,.,53,24,50,26,50,19,57,31,66,-1,.,.,-1,49,17,51,21,48,-1,-1,.
101861103,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
101862001,71,-1,.,76,67,.,.,73,63,70,67,70,56,76,63,71,-1,-1,.,60,71,63,70,64,-1,-1,73,-1
101862002,65,-1,.,75,-1,.,.,71,50,71,-1,70,50,73,56,61,-1,-1,.,-1,69,-1,60,45,-1,-1,74,-1
101862003,69,88,.,78,-1,.,.,73,32,69,-1,71,-1,72,-1,70,-1,-1,.,33,73,40,68,33,64,-1,73,50
101862004,68,58,-1,86,.,.,.,64,33,59,32,60,25,66,43,69,26,.,.,-1,63,27,61,30,57,31,61,50
101864041,-1,-1,.,.,.,.,.,54,-1,53,-1,61,-1,60,-1,-1,-1,.,.,-1,-1,-1,59,-1,-1,-1,.,.
101865001,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,52,.,-1,.,.,.,.,-1,.,-1,.,-1,.,.,.
101865002,.,-1,-1,.,.,.,.,59,33,59,33,60,32,56,35,-1,-1,.,.,.,62,32,61,29,-1,-1,.,.
101865003,.,.,.,-1,.,.,.,-1,.,-1,.,-1,.,38,.,-1,.,.,.,.,-1,.,-1,.,.,.,.,.
101866001,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,17,.,.,.,.,.,.,-1,.,-1,.,-1,.,.,.
101867001,-1,.,.,-1,-1,.,.,45,27,45,26,48,25,44,30,-1,-1,-1,.,-1,46,25,49,27,-1,-1,-1,.
101868001,.,-1,.,.,.,.,.,-1,.,-1,.,-1,.,5,.,-1,.,.,.,.,-1,.,-1,.,-1,.,-1,.
101868002,-1,-1,.,.,.,.,.,51,22,50,20,51,22,60,31,-1,-1,-1,.,-1,47,19,56,23,63,-1,-1,-1
101869001,-1,-1,.,.,.,.,.,52,19,53,16,53,19,53,26,-1,-1,.,.,-1,51,10,58,21,-1,-1,-1,-1
101870001,61,-1,.,.,.,.,.,53,-1,-1,.,52,.,57,-1,54,-1,.,.,.,47,.,62,.,-1,-1,-1,.
101902001,38,-1,.,-1,.,.,.,42,.,-1,.,42,.,41,.,42,.,-1,.,.,43,.,41,.,-1,.,-1,.
101902002,-1,-1,.,.,.,.,.,41,.,36,.,40,.,43,.,48,.,.,.,.,39,.,34,.,-1,.,-1,.
101902003,30,-1,.,-1,.,.,.,37,.,-1,.,37,.,40,.,37,.,-1,.,.,35,.,35,.,-1,.,-1,.
101902004,-1,-1,.,-1,.,.,.,-1,.,-1,.,-1,.,52,.,-1,.,.,.,.,-1,.,-1,.,-1,.,-1,.
101902005,-1,-1,.,-1,.,-1,.,52,.,-1,.,52,.,53,.,55,.,.,.,.,51,.,-1,.,-1,.,-1,.
101902008,-1,-1,.,-1,.,.,.,49,.,-1,.,48,.,48,.,47,.,.,.,.,-1,.,-1,.,-1,.,-1,.
101902012,37,-1,.,-1,.,.,.,46,.,-1,.,48,.,47,.,46,.,.,.,.,46,.,44,.,-1,.,-1,.
101902013,-1,.,.,.,.,.,.,-1,.,-1,.,-1,.,14,.,-1,.,.,.,.,-1,.,-1,.,.,.,.,.
101902041,63,-1,-1,-1,.,.,.,66,44,65,35,66,44,70,50,66,46,-1,-1,42,62,39,65,44,65,18,-1,-1
101902042,64,-1,-1,-1,.,.,.,61,39,61,37,61,38,64,51,63,40,.,.,19,57,27,63,38,51,-1,-1,-1
101902043,67,-1,-1,-1,.,.,.,70,43,67,37,70,44,72,48,71,44,-1,-1,38,69,39,69,42,62,11,-1,-1
101902044,58,-1,.,81,-1,.,.,62,35,58,30,62,35,64,41,62,35,-1,.,24,59,30,61,34,62,-1,-1,-1
101902045,60,-1,-1,-1,-1,-1,-1,61,38,58,34,61,35,66,41,64,41,-1,.,35,57,35,59,37,69,22,62,60
101902046,54,-1,-1,-1,-1,.,.,56,31,55,31,56,31,59,32,58,30,-1,-1,21,54,30,60,32,53,-1,-1,-1
101902047,63,-1,.,65,-1,.,.,64,38,62,28,64,39,68,47,65,42,.,.,29,61,31,63,38,64,10,-1,-1
101902048,64,-1,-1,-1,-1,.,.,67,42,67,53,66,42,71,41,67,41,.,.,26,63,42,67,41,56,-1,65,-1
101902051,55,-1,-1,63,-1,.,.,62,38,63,38,62,39,66,46,61,38,.,.,25,58,33,61,38,66,16,-1,-1
101902052,48,-1,-1,65,-1,.,.,59,38,64,39,59,39,63,44,57,37,.,.,27,55,34,58,38,47,16,-1,-1
101902061,55,-1,-1,-1,-1,.,.,54,23,50,16,54,24,53,22,56,27,-1,.,20,55,25,54,21,52,16,-1,-1
101902062,52,-1,-1,-1,.,.,.,57,21,56,20,55,21,56,21,57,21,.,.,14,57,21,54,21,45,-1,-1,.
101902063,64,.,.,.,.,.,.,64,37,54,-1,64,36,65,46,65,37,.,.,29,64,30,62,36,74,32,58,-1
101902064,51,-1,.,-1,-1,.,.,50,27,42,-1,50,26,51,26,50,30,.,.,29,48,28,51,28,45,-1,-1,-1
101902065,56,-1,-1,-1,-1,.,.,57,29,58,35,58,27,57,35,57,25,.,.,22,58,25,57,27,61,-1,-1,-1
101902066,49,-1,-1,-1,.,.,.,49,17,48,14,49,18,46,18,49,19,-1,.,16,52,17,49,16,60,-1,-1,.
101902067,57,-1,-1,70,-1,.,.,58,24,54,31,57,21,60,27,59,23,-1,-1,19,56,21,56,22,60,-1,-1,-1
101902068,44,-1,-1,-1,.,.,.,48,19,48,-1,48,19,48,17,47,20,.,.,17,47,21,42,19,46,-1,52,-1
101902069,55,-1,-1,76,-1,.,.,57,24,59,33,57,24,55,23,55,22,-1,-1,20,58,24,56,24,50,-1,-1,-1
101902070,58,-1,.,-1,-1,.,.,61,24,65,21,61,24,61,19,60,24,-1,.,21,60,28,58,24,70,-1,-1,-1
101902072,53,61,-1,-1,.,.,.,55,28,54,26,54,26,57,27,55,31,-1,-1,32,54,28,53,28,56,-1,59,-1
101902081,24,.,.,-1,.,.,.,41,.,35,.,42,.,45,.,41,.,.,.,.,37,.,32,.,-1,.,-1,.
101902082,25,-1,.,71,.,.,.,32,.,23,.,32,.,34,.,36,.,.,.,.,30,.,23,.,-1,.,-1,.
101902083,39,-1,.,-1,.,.,.,51,.,-1,.,51,.,55,.,52,.,.,.,.,48,.,43,.,-1,.,-1,.
101902084,24,-1,.,-1,.,.,.,26,.,18,.,26,.,30,.,29,.,.,.,.,23,.,21,.,-1,.,-1,.
101902085,-1,-1,.,-1,.,.,.,27,.,20,.,26,.,28,.,31,.,.,.,.,26,.,19,.,-1,.,-1,.
101902098,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
101902101,81,.,.,.,.,.,.,81,.,.,.,81,.,83,.,81,.,.,.,.,80,.,81,.,.,.,.,.
101902102,59,-1,-1,.,.,.,.,57,19,55,15,55,20,58,20,61,29,-1,-1,30,56,18,57,19,-1,-1,-1,.
101902103,59,.,.,90,-1,.,.,61,32,-1,.,60,33,64,-1,61,31,.,.,35,59,34,59,31,-1,-1,-1,-1
101902104,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
101902105,71,.,.,.,.,.,.,65,24,59,-1,66,24,71,-1,72,-1,.,.,-1,61,25,65,27,65,-1,-1,-1
101902106,52,.,.,-1,.,.,.,52,21,57,-1,52,19,60,-1,51,19,.,.,-1,45,26,53,21,-1,-1,-1,-1
101902107,62,.,.,-1,.,.,.,59,31,45,33,61,31,59,28,61,30,.,.,33,59,33,62,29,-1,-1,-1,.
101902108,.,-1,.,.,.,.,.,-1,-1,.,.,-1,-1,100,-1,-1,-1,.,.,.,-1,-1,.,.,-1,-1,.,.
101902109,50,.,.,.,.,.,.,55,40,-1,-1,53,38,49,-1,54,38,.,.,43,60,43,53,38,-1,-1,.,.
101902110,52,.,.,.,.,.,.,51,26,-1,.,51,25,54,-1,51,26,.,.,39,49,28,51,23,-1,-1,-1,.
101902111,61,.,.,-1,.,.,.,63,27,-1,-1,62,28,60,32,63,28,.,.,29,65,24,59,28,-1,-1,-1,.
101902112,52,-1,-1,.,.,.,.,49,22,-1,-1,48,20,52,-1,49,23,.,.,24,45,24,50,20,-1,-1,-1,.
101902113,60,.,.,-1,.,.,.,60,38,64,-1,60,38,61,42,59,37,.,.,50,60,33,57,39,-1,-1,-1,-1
101902114,71,-1,.,-1,.,.,.,67,36,56,-1,67,36,72,33,69,37,.,.,47,61,38,68,36,-1,-1,-1,.
101902115,71,-1,.,-1,.,.,.,71,44,-1,-1,71,43,72,65,70,46,.,.,48,69,26,69,45,-1,-1,-1,-1
101902116,52,.,.,.,.,.,.,54,21,70,-1,55,21,55,-1,54,19,.,.,29,54,19,54,20,-1,-1,.,.
101902117,74,.,.,-1,.,.,.,72,-1,-1,-1,73,-1,74,-1,73,-1,.,.,-1,70,-1,72,-1,-1,-1,-1,.
101902118,64,-1,-1,94,-1,.,.,63,29,61,-1,63,29,68,-1,62,-1,.,.,-1,60,-1,62,33,-1,-1,-1,.
101902119,52,-1,.,-1,.,.,.,54,-1,64,-1,55,-1,59,-1,53,-1,-1,-1,-1,48,-1,50,-1,37,-1,-1,.
101902120,69,-1,-1,-1,.,.,.,63,35,58,43,62,38,62,-1,67,-1,.,.,-1,63,-1,67,35,-1,-1,-1,-1
101902121,64,-1,-1,.,.,.,.,64,50,-1,-1,65,54,68,53,65,46,.,.,45,60,47,63,50,-1,-1,-1,-1
101902122,53,.,.,81,-1,.,.,54,26,48,-1,53,26,56,44,52,19,.,.,29,53,-1,52,27,-1,-1,-1,-1
101902123,65,.,.,90,.,.,.,62,31,54,-1,60,29,61,50,64,30,.,.,28,62,22,67,31,66,-1,-1,.
101902124,59,-1,.,-1,.,.,.,60,33,67,33,59,31,60,29,58,27,-1,-1,38,60,38,60,32,-1,-1,-1,-1
101902125,67,-1,-1,-1,.,.,.,63,25,45,-1,62,26,66,36,66,23,-1,-1,-1,60,-1,64,22,65,-1,-1,-1
101902126,53,-1,.,-1,.,.,.,51,45,-1,-1,51,43,55,54,51,48,.,.,47,48,39,53,43,41,-1,-1,-1
101902127,58,-1,.,.,.,.,.,60,32,64,-1,61,33,64,44,59,40,.,.,39,55,24,61,33,-1,-1,-1,-1
101902128,64,.,.,-1,-1,.,.,63,28,54,-1,64,29,61,-1,66,-1,-1,.,-1,65,25,67,26,-1,-1,-1,.
101902129,58,-1,.,-1,-1,.,.,58,24,53,-1,58,22,62,24,60,32,.,.,30,54,-1,59,25,-1,-1,-1,.
101902130,57,-1,.,-1,-1,.,.,54,17,43,-1,54,19,52,-1,57,-1,.,.,-1,55,-1,57,19,-1,-1,-1,.
101902131,57,.,.,.,.,.,.,58,-1,-1,-1,58,-1,58,-1,58,-1,.,.,-1,59,-1,56,-1,-1,-1,-1,-1
101902132,55,-1,-1,-1,.,.,.,54,44,45,41,52,44,57,59,56,45,.,.,43,51,35,58,45,-1,-1,-1,.
101902134,55,-1,.,83,.,.,.,63,26,64,26,64,24,64,42,60,-1,-1,.,-1,62,-1,58,21,-1,-1,-1,-1
101902136,49,-1,-1,-1,.,-1,.,55,27,58,28,52,23,63,-1,53,29,.,.,-1,47,27,52,24,-1,-1,-1,-1
101902151,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
101902153,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
101902154,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
101902155,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
101902163,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
101902164,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
101902165,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
101903001,35,-1,.,50,.,-1,.,40,.,38,.,40,.,41,.,39,.,-1,.,.,40,.,36,.,42,.,48,.
101903002,30,-1,.,46,.,-1,.,38,.,38,.,39,.,39,.,37,.,-1,.,.,38,.,34,.,43,.,-1,.
101903003,31,-1,.,53,.,-1,.,40,.,38,.,40,.,40,.,40,.,-1,.,.,39,.,37,.,39,.,-1,.
101903005,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
101903006,-1,-1,.,74,.,.,.,74,.,-1,.,70,.,73,.,-1,.,-1,.,.,76,.,-1,.,-1,.,-1,.
101903011,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
101903012,-1,-1,.,89,.,.,.,75,.,-1,.,77,.,78,.,70,.,.,.,.,70,.,80,.,-1,.,-1,.
101903041,60,-1,.,66,26,-1,.,63,37,63,42,63,36,65,39,63,40,-1,-1,35,61,36,61,38,57,15,54,-1
101903042,55,-1,-1,60,-1,-1,.,57,27,54,18,57,27,58,27,58,29,-1,-1,22,56,27,57,27,65,12,63,-1
101903043,56,-1,-1,75,54,.,.,63,35,62,34,61,33,63,39,61,35,-1,-1,30,63,32,59,35,68,22,-1,-1
101903044,65,-1,-1,75,45,-1,.,67,43,65,41,66,41,71,56,66,45,-1,-1,36,63,32,65,44,66,19,-1,-1
101903045,59,-1,-1,74,59,-1,.,64,43,63,36,63,41,69,44,61,49,-1,.,44,59,42,62,44,58,13,58,-1
101903046,70,-1,.,73,28,-1,-1,75,41,75,43,74,42,77,43,73,44,-1,.,40,72,40,72,41,76,27,84,50
101903047,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
101903101,56,.,.,77,-1,-1,-1,58,30,67,-1,57,31,54,-1,54,31,.,.,29,61,40,58,30,44,-1,-1,.
101903102,48,-1,.,73,-1,.,.,48,25,50,33,47,23,52,33,46,-1,-1,.,20,45,-1,45,25,-1,-1,37,-1
101903103,58,.,.,63,-1,.,.,58,25,53,45,59,22,60,24,57,19,.,.,22,56,26,58,25,-1,-1,-1,-1
101903104,54,.,.,75,-1,.,.,52,12,-1,-1,53,13,54,-1,52,-1,-1,.,-1,51,-1,53,13,-1,-1,-1,.
101903105,45,-1,.,54,-1,.,.,46,25,49,-1,46,20,47,35,44,28,.,.,27,45,18,46,25,-1,-1,-1,-1
101903106,57,-1,.,68,-1,-1,.,55,-1,55,-1,55,-1,57,-1,47,-1,-1,.,-1,53,-1,53,-1,-1,-1,-1,-1
101903107,60,-1,.,61,-1,.,.,61,35,68,-1,60,35,60,58,60,38,-1,.,33,61,-1,60,34,-1,-1,-1,.
101903108,63,-1,.,65,-1,-1,.,66,44,67,-1,65,38,65,44,66,40,-1,-1,42,66,43,64,44,67,-1,-1,-1
101903109,65,-1,.,71,-1,-1,-1,67,37,74,42,66,39,65,43,63,45,-1,.,36,69,-1,65,38,83,-1,-1,.
101903110,77,-1,.,87,-1,.,.,74,48,69,-1,75,50,73,-1,75,46,-1,-1,-1,75,56,77,50,85,-1,-1,.
101903111,64,-1,.,90,-1,-1,-1,58,38,56,55,58,38,55,-1,51,-1,-1,.,-1,61,-1,60,38,57,-1,68,.
101903112,52,-1,-1,-1,-1,.,.,49,17,45,-1,51,-1,58,-1,53,-1,-1,-1,-1,43,-1,48,17,-1,-1,-1,-1
101903113,51,-1,.,-1,-1,.,.,54,42,64,-1,51,40,48,-1,54,50,-1,.,57,58,35,54,43,-1,-1,-1,.
101903114,57,-1,.,67,.,.,.,53,41,45,-1,54,39,59,55,56,54,-1,.,50,46,29,54,43,43,-1,-1,-1
101903115,60,-1,.,72,-1,.,.,61,32,60,21,59,32,65,36,59,36,-1,.,35,56,29,62,31,56,-1,-1,-1
101903116,51,.,.,89,-1,.,.,53,38,52,42,53,37,48,35,51,34,-1,.,32,57,40,50,30,70,78,-1,.
101903117,46,.,.,-1,-1,.,.,48,18,48,-1,48,19,52,25,49,14,50,-1,15,44,12,48,18,-1,-1,-1,-1
101903118,44,-1,-1,-1,-1,.,.,47,25,61,-1,48,25,54,28,43,26,-1,-1,22,41,21,44,20,55,35,-1,-1
101903119,74,-1,-1,86,-1,-1,-1,70,59,63,63,71,69,72,54,67,50,-1,.,67,68,67,71,59,59,-1,97,-1
101903120,56,.,.,66,-1,.,.,54,30,48,-1,53,32,57,-1,48,29,-1,-1,30,51,28,55,32,-1,-1,-1,-1
101903121,49,-1,.,58,-1,.,.,51,32,58,-1,51,30,55,36,50,32,-1,-1,33,47,27,48,32,38,-1,-1,-1
101903122,57,-1,.,61,-1,.,.,58,37,63,50,59,38,60,37,57,32,.,.,37,56,38,58,37,56,-1,-1,-1
101903123,54,.,.,-1,.,.,.,53,19,43,-1,52,17,49,-1,54,18,-1,.,18,57,22,54,20,41,-1,-1,.
101903124,58,-1,.,75,-1,.,.,54,33,49,28,54,34,62,44,53,38,-1,.,-1,47,-1,55,33,-1,-1,88,.
101903140,59,-1,-1,78,45,-1,.,60,21,57,26,59,20,59,19,59,19,53,-1,18,60,22,57,20,72,19,64,-1
101903141,55,-1,.,64,-1,-1,.,57,16,61,20,57,16,59,19,54,13,-1,-1,14,55,13,55,16,60,-1,69,-1
101903142,72,-1,.,83,24,.,.,73,34,70,27,73,34,75,36,67,40,-1,-1,35,71,33,71,34,61,17,82,-1
101903143,72,80,-1,87,75,-1,.,73,38,72,34,73,39,74,46,72,37,-1,.,39,72,33,72,39,63,-1,71,46
101903144,67,-1,-1,77,56,-1,.,66,36,65,34,65,35,66,42,66,37,-1,-1,34,66,32,65,36,66,14,60,-1
101903145,67,-1,.,74,30,-1,-1,68,35,68,40,68,34,70,39,66,29,-1,-1,30,66,32,67,33,66,20,69,-1
101903199,.,.,.,.,.,.,.,-1,.,.,.,.,.,.,.,-1,.,.,.,.,-1,.,.,.,-1,.,.,.
101903205,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
101905001,48,-1,.,-1,.,.,.,53,.,49,.,53,.,57,.,52,.,-1,.,.,50,.,49,.,-1,.,-1,.
101905005,-1,.,.,-1,.,.,.,-1,.,.,.,-1,.,23,.,-1,.,.,.,.,-1,.,-1,.,-1,.,-1,.
101905041,52,-1,.,-1,-1,.,.,58,32,57,38,57,32,58,39,58,33,60,-1,31,59,28,54,32,55,10,66,-1
101905042,85,-1,.,-1,.,.,.,73,52,63,43,75,50,76,65,76,56,.,.,54,71,43,73,49,83,-1,-1,.
